Suburb,Rooms,Type,Price,Year,Distance,CouncilArea
SUNSHINE WEST,4,t,630000,2017,10,Brimbank City Council
SURREY HILLS,5,h,3250000,2017,10,Boroondara City Council
SURREY HILLS,4,h,1600000,2017,10,Boroondara City Council
SYDENHAM,5,h,593000,2017,18,Brimbank City Council
SYDENHAM,4,h,547000,2017,18,Brimbank City Council
TAYLORS LAKES,4,h,645500,2017,15,Brimbank City Council
TEMPLESTOWE,5,h,1952000,2017,15,Manningham City Council
TEMPLESTOWE,3,h,1175000,2017,15,Manningham City Council
TEMPLESTOWE,4,h,1750000,2017,15,Manningham City Council
TEMPLESTOWE,4,h,1380000,2017,15,Manningham City Council
TEMPLESTOWE,3,t,965000,2017,15,Manningham City Council
TEMPLESTOWE LOWER,4,h,1051888,2017,12,Manningham City Council
TEMPLESTOWE LOWER,5,h,1310000,2017,12,Manningham City Council
TEMPLESTOWE LOWER,4,h,1150000,2017,12,Manningham City Council
TEMPLESTOWE LOWER,4,h,1255000,2017,12,Manningham City Council
TEMPLESTOWE LOWER,5,h,1351000,2017,12,Manningham City Council
TEMPLESTOWE LOWER,3,h,1161500,2017,12,Manningham City Council
THOMASTOWN,3,h,580000,2017,15,Whittlesea City Council
THOMASTOWN,3,h,745000,2017,15,Whittlesea City Council
THOMASTOWN,3,h,576000,2017,15,Whittlesea City Council
THOMASTOWN,3,u,517000,2017,15,Whittlesea City Council
THOMASTOWN,3,h,525000,2017,15,Whittlesea City Council
THORNBURY,2,h,1260000,2017,7,Darebin City Council
THORNBURY,4,h,1651118,2017,7,Darebin City Council
TOORAK,2,u,580000,2017,4,Stonnington City Council
TOORAK,2,u,1850000,2017,4,Stonnington City Council
TOORAK,3,u,855000,2017,4,Stonnington City Council
TOORAK,3,h,1600000,2017,4,Stonnington City Council
TULLAMARINE,4,h,695000,2017,12,Brimbank City Council
TULLAMARINE,3,h,560000,2017,12,Brimbank City Council
VERMONT SOUTH,4,h,1120000,2017,17,Whitehorse City Council
WANTIRNA SOUTH,4,h,921000,2017,14,Knox City Council
WANTIRNA SOUTH,5,h,1390000,2017,14,Knox City Council
WARRANDYTE,3,h,730000,2017,21,Manningham City Council
WERRIBEE,2,h,700000,2017,14,Wyndham City Council
WERRIBEE,3,h,452000,2017,14,Wyndham City Council
WERRIBEE,3,h,430000,2017,14,Wyndham City Council
WEST FOOTSCRAY,3,h,720000,2017,6,Maribyrnong City Council
WEST FOOTSCRAY,3,h,975000,2017,6,Maribyrnong City Council
WEST FOOTSCRAY,2,h,930000,2017,6,Maribyrnong City Council
WEST MELBOURNE,1,u,315000,2017,3,Melbourne City Council
WESTMEADOWS,2,t,470000,2017,16,Hume City Council
WHEELERS HILL,4,h,1185000,2017,16,Monash City Council
WHEELERS HILL,4,h,1050000,2017,16,Monash City Council
WHEELERS HILL,3,h,1131000,2017,16,Monash City Council
WILLIAMSTOWN,5,h,1700000,2017,6,Hobsons Bay City Council
WILLIAMSTOWN,3,h,1520000,2017,6,Hobsons Bay City Council
WILLIAMSTOWN,3,h,1621000,2017,6,Hobsons Bay City Council
WINDSOR,2,h,1670000,2017,4,Port Phillip City Council
WINDSOR,2,u,652000,2017,4,Port Phillip City Council
WOLLERT,4,h,660000,2017,25,Whittlesea City Council
WOLLERT,4,h,567500,2017,25,Whittlesea City Council
WOLLERT,3,h,472500,2017,25,Whittlesea City Council
WYNDHAM VALE,3,h,380000,2017,27,Wyndham City Council
YARRAVILLE,3,h,1381000,2017,6,Maribyrnong City Council
YARRAVILLE,2,u,607500,2017,6,Maribyrnong City Council
YARRAVILLE,3,h,1120000,2017,6,Maribyrnong City Council
YARRAVILLE,2,h,802000,2017,6,Maribyrnong City Council
YARRAVILLE,6,h,1550000,2017,6,Maribyrnong City Council
ABBOTSFORD,3,h,1350000,2017,3,Yarra City Council
AIRPORT WEST,3,h,858000,2017,10,Moonee Valley City Council
AIRPORT WEST,2,u,593000,2017,10,Moonee Valley City Council
AIRPORT WEST,3,h,640000,2017,10,Moonee Valley City Council
AIRPORT WEST,3,h,961000,2017,10,Moonee Valley City Council
ALBERT PARK,2,h,1535000,2017,3,Port Phillip City Council
ALBION,3,h,570000,2017,10,Brimbank City Council
ALPHINGTON,4,h,2345000,2017,5,Darebin City Council
ALTONA NORTH,3,h,900000,2017,9,Hobsons Bay City Council
ALTONA NORTH,2,t,650000,2017,9,Hobsons Bay City Council
ARDEER,2,h,480000,2017,12,Brimbank City Council
ARMADALE,5,h,5200000,2017,6,Stonnington City Council
ASCOT VALE,3,h,950000,2017,4,Moonee Valley City Council
ASHWOOD,3,h,1225000,2017,10,Monash City Council
ATTWOOD,5,h,1025000,2017,16,Hume City Council
AVONDALE HEIGHTS,3,u,622000,2017,9,Moonee Valley City Council
AVONDALE HEIGHTS,3,h,825000,2017,9,Moonee Valley City Council
BALWYN,4,h,1475000,2017,7,Boroondara City Council
BALWYN,5,h,3050000,2017,7,Boroondara City Council
BALWYN NORTH,5,h,2160000,2017,9,Boroondara City Council
BALWYN NORTH,3,t,1050000,2017,9,Boroondara City Council
BALWYN NORTH,3,h,1275000,2017,9,Boroondara City Council
BAYSWATER,3,t,640000,2017,23,Knox City Council
BAYSWATER NORTH,3,u,500000,2017,23,Maroondah City Council
BAYSWATER NORTH,4,h,825000,2017,23,Maroondah City Council
BEAUMARIS,2,u,800000,2017,17,Bayside City Council
BEAUMARIS,4,h,1221000,2017,17,Bayside City Council
BEAUMARIS,4,h,1800000,2017,17,Bayside City Council
BEAUMARIS,4,h,1823000,2017,17,Bayside City Council
BEAUMARIS,6,h,2000000,2017,17,Bayside City Council
BENTLEIGH,3,h,1365000,2017,11,Glen Eira City Council
BENTLEIGH,3,h,1045000,2017,11,Glen Eira City Council
BENTLEIGH EAST,5,h,1220000,2017,13,Glen Eira City Council
BERWICK,4,h,627500,2017,35,Casey City Council
BLACKBURN,3,u,1095000,2017,13,Whitehorse City Council
BLACKBURN SOUTH,3,h,1020000,2017,13,Whitehorse City Council
BORONIA,3,h,642000,2017,25,Knox City Council
BRIAR HILL,3,h,840000,2017,16,Banyule City Council
BRIGHTON,3,h,2650000,2017,10,Bayside City Council
BRIGHTON,1,u,380000,2017,10,Bayside City Council
BRIGHTON,5,h,3250000,2017,10,Bayside City Council
BRIGHTON EAST,4,t,1731000,2017,10,Bayside City Council
BROADMEADOWS,3,t,465000,2017,14,Hume City Council
BROADMEADOWS,3,h,518500,2017,14,Hume City Council
BROOKLYN,3,u,665000,2017,6,Brimbank City Council
BRUNSWICK,2,u,692000,2017,5,Moreland City Council
BRUNSWICK EAST,2,h,1305000,2017,4,Moreland City Council
BRUNSWICK WEST,3,h,1100000,2017,5,Moreland City Council
BRUNSWICK WEST,2,h,573000,2017,5,Moreland City Council
BULLEEN,3,h,1060000,2017,10,Manningham City Council
BUNDOORA,3,h,805000,2017,12,Banyule City Council
BUNDOORA,3,h,682000,2017,12,Banyule City Council
BUNDOORA,3,t,510000,2017,12,Banyule City Council
BURNSIDE HEIGHTS,3,h,535000,2017,14,Melton City Council
BURWOOD EAST,4,h,1088000,2017,14,Whitehorse City Council
BURWOOD EAST,3,h,1180000,2017,14,Whitehorse City Council
CAIRNLEA,3,h,630000,2017,14,Brimbank City Council
CAMBERWELL,2,u,677000,2017,7,Boroondara City Council
CAMBERWELL,2,u,670000,2017,7,Boroondara City Council
CAMBERWELL,3,t,1320000,2017,7,Boroondara City Council
CANTERBURY,2,u,816000,2017,8,Boroondara City Council
CARLTON,1,u,350000,2017,1,Melbourne City Council
CARLTON,2,u,620000,2017,1,Melbourne City Council
CARLTON,3,h,1760000,2017,1,Melbourne City Council
CARNEGIE,1,u,300000,2017,10,Glen Eira City Council
CAROLINE SPRINGS,3,h,545000,2017,14,Melton City Council
CAULFIELD SOUTH,4,h,1800000,2017,8,Glen Eira City Council
CAULFIELD SOUTH,2,u,1091500,2017,8,Glen Eira City Council
CHELTENHAM,5,h,1140000,2017,17,Bayside City Council
CHELTENHAM,3,t,950000,2017,17,Bayside City Council
CHELTENHAM,2,h,1171000,2017,17,Bayside City Council
CHELTENHAM,2,u,425000,2017,17,Bayside City Council
CHELTENHAM,3,h,1116000,2017,17,Bayside City Council
CLIFTON HILL,3,u,1030000,2017,3,Yarra City Council
CLYDE NORTH,4,h,689000,2017,43,Casey City Council
COBURG,2,h,900000,2017,6,Darebin City Council
COBURG,2,u,620000,2017,6,Darebin City Council
COBURG,4,h,922000,2017,6,Darebin City Council
COBURG,3,h,1077000,2017,6,Darebin City Council
COBURG NORTH,4,h,800000,2017,6,Darebin City Council
COBURG NORTH,3,h,805000,2017,6,Darebin City Council
CRAIGIEBURN,4,h,665000,2017,20,Hume City Council
CRAIGIEBURN,4,h,607000,2017,20,Hume City Council
CRAIGIEBURN,3,h,515500,2017,20,Hume City Council
CRAIGIEBURN,4,h,509500,2017,20,Hume City Council
CRAIGIEBURN,3,h,660000,2017,20,Hume City Council
CRANBOURNE,5,h,572000,2017,34,Casey City Council
CROYDON,4,h,932000,2017,23,Maroondah City Council
CROYDON,2,u,566100,2017,23,Maroondah City Council
CROYDON,2,h,570000,2017,23,Maroondah City Council
CROYDON,4,h,875000,2017,23,Maroondah City Council
CROYDON NORTH,4,h,810000,2017,23,Maroondah City Council
DANDENONG,3,h,585000,2017,24,Greater Dandenong City Council
DANDENONG,2,u,348000,2017,24,Greater Dandenong City Council
DANDENONG NORTH,3,h,627000,2017,24,Greater Dandenong City Council
DANDENONG NORTH,3,h,760000,2017,24,Greater Dandenong City Council
DIAMOND CREEK,2,h,621000,2017,21,Nillumbik Shire Council
DINGLEY VILLAGE,2,u,612000,2017,22,Kingston City Council
DONCASTER,3,t,840000,2017,12,Manningham City Council
DONCASTER,3,t,945000,2017,12,Manningham City Council
DONCASTER EAST,6,h,1856000,2017,14,Manningham City Council
DONVALE,7,h,2705000,2017,16,Manningham City Council
DONVALE,3,t,818000,2017,16,Manningham City Council
DONVALE,3,h,852000,2017,16,Manningham City Council
DOREEN,3,h,530500,2017,25,Nillumbik Shire Council
EDITHVALE,3,h,1092000,2017,27,Kingston City Council
ELTHAM,3,h,975000,2017,18,Banyule City Council
ELTHAM,3,h,805000,2017,18,Banyule City Council
ELTHAM NORTH,4,h,770000,2017,18,Banyule City Council
ELWOOD,1,u,425000,2017,7,Port Phillip City Council
EPPING,4,h,940000,2017,19,Whittlesea City Council
EPPING,2,u,437000,2017,19,Whittlesea City Council
EPPING,5,h,660000,2017,19,Whittlesea City Council
ESSENDON,3,h,1325000,2017,7,Moonee Valley City Council
ESSENDON,1,u,310000,2017,7,Moonee Valley City Council
ESSENDON,3,t,864000,2017,7,Moonee Valley City Council
ESSENDON,1,u,291000,2017,7,Moonee Valley City Council
ESSENDON WEST,3,h,750000,2017,7,Moonee Valley City Council
ESSENDON WEST,5,h,2200000,2017,7,Moonee Valley City Council
EUMEMMERRING,3,h,515000,2017,28,Casey City Council
EUMEMMERRING,3,h,580000,2017,28,Casey City Council
FAIRFIELD,3,h,1550000,2017,5,Darebin City Council
FAWKNER,2,h,672000,2017,13,Hume City Council
FAWKNER,3,h,720000,2017,13,Hume City Council
FERNTREE GULLY,2,u,414000,2017,24,Knox City Council
FITZROY NORTH,2,h,1350000,2017,3,Moreland City Council
FITZROY NORTH,3,h,1852000,2017,3,Moreland City Council
FITZROY NORTH,2,h,1100000,2017,3,Moreland City Council
FOOTSCRAY,3,t,815000,2017,5,Maribyrnong City Council
FOOTSCRAY,1,u,170000,2017,5,Maribyrnong City Council
FOREST HILL,4,h,1372000,2017,15,Whitehorse City Council
FOREST HILL,3,t,850500,2017,15,Whitehorse City Council
FRANKSTON,2,u,400000,2017,38,Frankston City Council
FRANKSTON,3,h,640000,2017,38,Frankston City Council
FRANKSTON NORTH,3,h,611000,2017,36,Frankston City Council
FRANKSTON SOUTH,3,h,755000,2017,38,Frankston City Council
GISBORNE,4,h,521000,2017,45,Macedon Ranges Shire Council
GLADSTONE PARK,3,h,625000,2017,12,Hume City Council
GLADSTONE PARK,3,h,650000,2017,12,Hume City Council
GLEN IRIS,4,h,1910000,2017,7,Boroondara City Council
GLEN IRIS,3,t,1900000,2017,7,Boroondara City Council
GLEN IRIS,2,u,500000,2017,7,Boroondara City Council
GLEN IRIS,2,u,523000,2017,7,Boroondara City Council
GLEN WAVERLEY,4,h,1250000,2017,16,Monash City Council
GLENROY,2,t,460000,2017,11,Moreland City Council
GLENROY,3,t,600000,2017,11,Moreland City Council
GLENROY,3,t,595000,2017,11,Moreland City Council
GLENROY,3,t,525000,2017,11,Moreland City Council
GLENROY,3,h,847000,2017,11,Moreland City Council
GREENSBOROUGH,6,h,990000,2017,16,Banyule City Council
GREENSBOROUGH,3,h,645000,2017,16,Banyule City Council
GREENSBOROUGH,3,t,880000,2017,16,Banyule City Council
GREENSBOROUGH,2,u,695000,2017,16,Banyule City Council
GREENVALE,3,h,630000,2017,20,Hume City Council
HADFIELD,2,u,500000,2017,11,Moreland City Council
HALLAM,3,h,662500,2017,32,Casey City Council
HAMPTON,3,u,1210000,2017,13,Bayside City Council
HAMPTON,3,t,1910000,2017,13,Bayside City Council
HAMPTON EAST,3,h,1140000,2017,13,Bayside City Council
HAWTHORN,1,u,395000,2017,5,Boroondara City Council
HAWTHORN,3,u,1000000,2017,5,Boroondara City Council
HAWTHORN,2,u,450000,2017,5,Boroondara City Council
HAWTHORN,4,h,2900000,2017,5,Boroondara City Council
HAWTHORN,2,u,820000,2017,5,Boroondara City Council
HAWTHORN,2,u,450000,2017,5,Boroondara City Council
HEALESVILLE,3,h,650000,2017,45,Yarra Ranges Shire Council
HEIDELBERG HEIGHTS,3,h,790000,2017,8,Banyule City Council
HEIDELBERG HEIGHTS,2,h,780000,2017,8,Banyule City Council
HEIDELBERG WEST,3,h,726500,2017,8,Banyule City Council
HEIDELBERG WEST,3,h,710000,2017,8,Banyule City Council
HIGHETT,2,u,645000,2017,16,Bayside City Council
HILLSIDE,5,h,650500,2017,18,Brimbank City Council
HOPPERS CROSSING,3,h,471000,2017,18,Wyndham City Council
HOPPERS CROSSING,3,h,683000,2017,18,Wyndham City Council
HOPPERS CROSSING,3,h,440000,2017,18,Wyndham City Council
HUNTINGDALE,3,h,750000,2017,12,Monash City Council
JACANA,4,h,650000,2017,14,Hume City Council
JACANA,2,t,390000,2017,14,Hume City Council
KEILOR DOWNS,3,h,506000,2017,15,Brimbank City Council
KEILOR DOWNS,3,h,810000,2017,15,Brimbank City Council
KEILOR DOWNS,3,h,735000,2017,15,Brimbank City Council
KEILOR DOWNS,3,h,595000,2017,15,Brimbank City Council
KEILOR DOWNS,3,h,605000,2017,15,Brimbank City Council
KEILOR EAST,2,t,520000,2017,11,Brimbank City Council
KEILOR LODGE,4,h,640000,2017,15,Brimbank City Council
KENSINGTON,3,t,967000,2017,3,Melbourne City Council
KENSINGTON,2,h,850000,2017,3,Melbourne City Council
KENSINGTON,1,t,500000,2017,3,Melbourne City Council
KENSINGTON,2,u,535000,2017,3,Melbourne City Council
KEW,2,h,758000,2017,5,Boroondara City Council
KEW,3,h,975000,2017,5,Boroondara City Council
KEW EAST,2,u,862000,2017,7,Boroondara City Council
KEYSBOROUGH,4,h,965000,2017,25,Greater Dandenong City Council
KEYSBOROUGH,4,h,761000,2017,25,Greater Dandenong City Council
KINGS PARK,3,h,520000,2017,14,Brimbank City Council
KINGS PARK,3,h,530000,2017,14,Brimbank City Council
KINGSVILLE,3,h,1020000,2017,6,Maribyrnong City Council
KINGSVILLE,1,u,210000,2017,6,Maribyrnong City Council
LALOR,4,h,750000,2017,16,Whittlesea City Council
LALOR,3,h,635000,2017,16,Whittlesea City Council
LALOR,2,u,410000,2017,16,Whittlesea City Council
LALOR,5,h,675000,2017,16,Whittlesea City Council
LOWER PLENTY,5,h,880000,2017,14,Banyule City Council
LYNBROOK,3,h,597500,2017,33,Casey City Council
MACLEOD,3,u,640000,2017,12,Banyule City Council
MAIDSTONE,1,u,280000,2017,6,Maribyrnong City Council
MAIDSTONE,2,t,520000,2017,6,Maribyrnong City Council
MAIDSTONE,3,t,895000,2017,6,Maribyrnong City Council
MAIDSTONE,3,t,660000,2017,6,Maribyrnong City Council
MALVERN EAST,3,h,2110000,2017,8,Stonnington City Council
MARIBYRNONG,3,h,1050000,2017,4,Maribyrnong City Council
MELTON,4,h,320000,2017,31,Melton City Council
MELTON,3,h,480000,2017,31,Melton City Council
MELTON SOUTH,3,h,365000,2017,29,Melton City Council
MENTONE,2,t,705000,2017,20,Kingston City Council
MERNDA,4,h,670000,2017,25,Whittlesea City Council
MERNDA,4,h,520500,2017,25,Whittlesea City Council
MILL PARK,2,u,460000,2017,17,Whittlesea City Council
MILL PARK,3,h,610000,2017,17,Whittlesea City Council
MITCHAM,3,h,950000,2017,17,Whitehorse City Council
MITCHAM,3,t,715000,2017,17,Whitehorse City Council
MITCHAM,3,t,970000,2017,17,Whitehorse City Council
MONT ALBERT,5,h,2200000,2017,10,Boroondara City Council
MONT ALBERT,4,h,2320000,2017,10,Boroondara City Council
MONT ALBERT,4,h,2752000,2017,10,Boroondara City Council
MONTMORENCY,3,h,655000,2017,16,Banyule City Council
MONTMORENCY,3,h,960000,2017,16,Banyule City Council
MOONEE PONDS,4,h,1810000,2017,6,Moonee Valley City Council
MOONEE PONDS,2,h,1020000,2017,6,Moonee Valley City Council
MOONEE PONDS,2,h,1250000,2017,6,Moonee Valley City Council
MOORABBIN,3,h,1175000,2017,14,Kingston City Council
MORDIALLOC,4,h,800000,2017,21,Kingston City Council
MORDIALLOC,4,h,1225000,2017,21,Kingston City Council
MOUNT WAVERLEY,6,h,1200000,2017,14,Monash City Council
MOUNT WAVERLEY,3,h,1205000,2017,14,Monash City Council
MOUNT WAVERLEY,4,h,1720000,2017,14,Monash City Council
MOUNT WAVERLEY,5,h,1600000,2017,14,Monash City Council
MOUNT WAVERLEY,3,h,944000,2017,14,Monash City Council
MOUNT WAVERLEY,3,h,1385000,2017,14,Monash City Council
MOUNT WAVERLEY,3,h,1280000,2017,14,Monash City Council
MOUNT WAVERLEY,3,h,2000000,2017,14,Monash City Council
NARRE WARREN,3,h,650000,2017,34,Casey City Council
NARRE WARREN,3,h,655000,2017,34,Casey City Council
NARRE WARREN,3,h,580000,2017,34,Casey City Council
NEWPORT,2,h,710000,2017,6,Hobsons Bay City Council
NEWPORT,2,u,335000,2017,6,Hobsons Bay City Council
NEWPORT,3,h,1330000,2017,6,Hobsons Bay City Council
NOBLE PARK,2,u,466500,2017,22,Greater Dandenong City Council
NORTH MELBOURNE,2,u,550000,2017,1,Melbourne City Council
NORTH MELBOURNE,2,h,962000,2017,1,Melbourne City Council
NORTH MELBOURNE,2,t,936000,2017,1,Melbourne City Council
NORTH MELBOURNE,2,u,580000,2017,1,Melbourne City Council
NORTHCOTE,4,h,1900000,2017,5,Darebin City Council
NORTHCOTE,3,h,1605000,2017,5,Darebin City Council
NORTHCOTE,3,h,1415000,2017,5,Darebin City Council
NORTHCOTE,2,u,390000,2017,5,Darebin City Council
NUNAWADING,2,u,637000,2017,15,Manningham City Council
NUNAWADING,4,h,1100000,2017,15,Manningham City Council
NUNAWADING,3,h,926000,2017,15,Manningham City Council
OAK PARK,2,t,610000,2017,11,Moreland City Council
OAK PARK,3,u,700000,2017,11,Moreland City Council
OAKLEIGH EAST,5,h,1525000,2017,12,Monash City Council
OAKLEIGH EAST,6,h,1900000,2017,12,Monash City Council
ORMOND,1,u,454000,2017,11,Glen Eira City Council
ORMOND,2,u,562000,2017,11,Glen Eira City Council
PARKDALE,3,t,1000000,2017,21,Kingston City Council
PARKDALE,3,h,985000,2017,21,Kingston City Council
PARKDALE,3,h,820000,2017,21,Kingston City Council
PASCOE VALE,3,h,870000,2017,8,Moreland City Council
PASCOE VALE,3,h,800000,2017,8,Moreland City Council
PASCOE VALE,5,h,1501000,2017,8,Moreland City Council
PASCOE VALE,3,h,1663000,2017,8,Moreland City Council
PASCOE VALE,4,h,780000,2017,8,Moreland City Council
POINT COOK,5,h,660000,2017,14,Wyndham City Council
POINT COOK,4,h,663500,2017,14,Wyndham City Council
PORT MELBOURNE,3,u,1631000,2017,3,Melbourne City Council
PORT MELBOURNE,3,h,1665000,2017,3,Melbourne City Council
PORT MELBOURNE,4,h,2450000,2017,3,Melbourne City Council
PRAHRAN,1,u,399000,2017,4,Stonnington City Council
PRAHRAN,2,u,1240000,2017,4,Stonnington City Council
PRESTON,3,h,727500,2017,8,Darebin City Council
PRESTON,3,t,965000,2017,8,Darebin City Council
PRINCES HILL,2,h,2530000,2017,3,Yarra City Council
PRINCES HILL,3,h,1930000,2017,3,Yarra City Council
RESERVOIR,3,h,840000,2017,12,Darebin City Council
RESERVOIR,2,h,560000,2017,12,Darebin City Council
RESERVOIR,4,h,900000,2017,12,Darebin City Council
RESERVOIR,3,h,680500,2017,12,Darebin City Council
RESERVOIR,4,h,902000,2017,12,Darebin City Council
RESERVOIR,3,h,825000,2017,12,Darebin City Council
RESERVOIR,3,h,801000,2017,12,Darebin City Council
RESERVOIR,2,t,668500,2017,12,Darebin City Council
RICHMOND,2,h,1165000,2017,2,Yarra City Council
RICHMOND,1,u,390000,2017,2,Yarra City Council
RICHMOND,2,u,890500,2017,2,Yarra City Council
RICHMOND,3,h,1310000,2017,2,Yarra City Council
RICHMOND,1,u,458000,2017,2,Yarra City Council
RICHMOND,2,h,1442000,2017,2,Yarra City Council
RICHMOND,4,h,2200000,2017,2,Yarra City Council
RINGWOOD,3,h,750000,2017,19,Maroondah City Council
RINGWOOD EAST,2,u,560000,2017,21,Maroondah City Council
ROCKBANK,2,h,340000,2017,23,Melton City Council
ROSANNA,3,h,1101000,2017,8,Banyule City Council
ROWVILLE,5,h,870000,2017,23,Knox City Council
ROXBURGH PARK,3,h,420000,2017,20,Hume City Council
SANDRINGHAM,2,u,643500,2017,15,Bayside City Council
SEABROOK,3,h,625000,2017,15,Hobsons Bay City Council
SEAFORD,3,h,610000,2017,35,Frankston City Council
SEAFORD,3,h,565000,2017,35,Frankston City Council
SEAFORD,3,u,572000,2017,35,Frankston City Council
SEAHOLME,4,t,1090000,2017,11,Hobsons Bay City Council
SEAHOLME,2,t,455000,2017,11,Hobsons Bay City Council
SEDDON,2,h,750000,2017,5,Maribyrnong City Council
SEDDON,2,h,850000,2017,5,Maribyrnong City Council
SKYE,4,h,640000,2017,34,Frankston City Council
SOUTH MELBOURNE,2,h,1030000,2017,1,Port Phillip City Council
SOUTH MORANG,4,h,600000,2017,20,Whittlesea City Council
SOUTH MORANG,3,u,386000,2017,20,Whittlesea City Council
SOUTH YARRA,2,u,857000,2017,2,Melbourne City Council
SOUTH YARRA,2,h,1160000,2017,2,Melbourne City Council
SOUTH YARRA,3,u,1235000,2017,2,Melbourne City Council
SPRINGVALE,3,h,752500,2017,20,Greater Dandenong City Council
ST ALBANS,3,h,565000,2017,14,Brimbank City Council
ST ALBANS,3,t,500000,2017,14,Brimbank City Council
ST ALBANS,3,h,610000,2017,14,Brimbank City Council
ST ALBANS,2,t,445000,2017,14,Brimbank City Council
ST HELENA,4,h,801000,2017,16,Banyule City Council
ST KILDA,1,u,350000,2017,5,Port Phillip City Council
ST KILDA,2,u,525000,2017,5,Port Phillip City Council
ST KILDA,1,u,517500,2017,5,Port Phillip City Council
ST KILDA,2,u,365000,2017,5,Port Phillip City Council
ST KILDA,2,u,460000,2017,5,Port Phillip City Council
STRATHMORE,4,h,1725000,2017,8,Moonee Valley City Council
